DATE,adaptive_regime
2009-11-24,0.0
2009-11-25,0.0
2009-11-27,0.0
2009-11-30,0.0
2009-12-01,0.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-07,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,0.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-25,0.0
2010-01-26,0.0
2010-01-27,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-02-01,0.0
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,0.0
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,0.0
2010-02-16,0.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
2010-02-26,0.0
2010-03-01,0.0
2010-03-02,0.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,0.0
2010-03-19,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,0.0
2010-03-26,0.0
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,0.0
2010-04-01,0.0
2010-04-05,0.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,0.0
2010-04-09,0.0
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-16,0.0
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,0.0
2010-04-22,0.0
2010-04-23,0.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-05-03,0.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,0.0
2010-07-26,0.0
2010-07-27,0.0
2010-07-28,0.0010157231832450715
2010-07-29,0.003170400459608369
2010-07-30,-0.004225708120244015
2010-08-02,0.006841304144911138
2010-08-03,0.00123867920192904
2010-08-04,0.0013577817557439897
2010-08-05,0.0012368246671264403
2010-08-06,0.0011144091785807268
2010-08-09,0.0022354428866500353
2010-08-10,0.005238375795427992
2010-08-11,-0.00309733654399429
2010-08-12,-0.0008881228914752186
2010-08-13,-0.0031183434172377456
2010-08-16,-0.009464512079403945
2010-08-17,-0.0010642522859222415
2010-08-18,-0.004306773661651913
2010-08-19,-0.004101932627556787
2010-08-20,-0.0036744138443611228
2010-08-23,0.0033214902123032634
2010-08-24,-0.003045786092934392
2010-08-25,-0.002874465826837939
2010-08-26,-0.001
2010-08-27,0.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-01,0.0
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,0.0
2010-09-08,0.0
2010-09-09,0.0
2010-09-10,0.0
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,0.0
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,0.0
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,0.0
2010-10-04,0.0
2010-10-05,0.0
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,0.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,0.0
2010-10-18,0.0
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,0.0
2010-10-26,0.004634760032848945
2010-10-27,-2.45829939472395e-05
2010-10-28,0.009915033794345158
2010-10-29,-0.005071751616763375
2010-11-01,0.004456872683234349
2010-11-02,-0.008284264475929101
2010-11-03,0.026552710489136235
2010-11-04,0.0010078374036888178
2010-11-05,0.012054218793970024
2010-11-08,-0.006688573797924892
2010-11-09,0.008618482744077074
2010-11-10,0.0034368411164151687
2010-11-11,-0.0036741558151362564
2010-11-12,-0.004990431869868037
2010-11-15,0.0011255523143116138
2010-11-16,-0.0019170034784835202
2010-11-17,-0.010173318730972132
2010-11-18,-0.007909153568498108
2010-11-19,-0.007829120587071317
2010-11-22,0.0027746810137499957
2010-11-23,-0.0026105319185403437
2010-11-24,0.005667085237715623
2010-11-26,-0.008383493328994726
2010-11-29,-0.0029791433540076605
2010-11-30,-0.0025156507549646476
2010-12-01,-0.0006044894566901255
2010-12-02,0.005056381280200214
2010-12-03,0.008300618016160057
2010-12-06,-0.0028113559544708008
2010-12-07,0.0025816226313066922
2010-12-08,-0.0018177659515080404
2010-12-09,-0.007163589215430121
2010-12-10,0.0007426120135792525
2010-12-13,0.00010520155796385554
2010-12-14,0.004387030907776572
2010-12-15,0.009021029110100632
2010-12-16,-0.00534376897027743
2010-12-17,-0.007309065707231699
2010-12-20,0.0018270355143641993
2010-12-21,-0.00463510429899487
2010-12-22,0.0024649254680789686
2010-12-23,-0.0016693891917999527
2010-12-27,-0.0014812062772565726
2010-12-28,0.0034247329119747733
2010-12-29,-0.0032438964397951357
2010-12-30,0.0013737338767251723
2010-12-31,0.0003201128789936541
2011-01-03,-0.00020976417903684295
2011-01-04,-0.002130351417182589
2011-01-05,0.0020690888384811605
2011-01-06,-0.0017672340992668915
2011-01-07,-0.0050844694807016385
2011-01-10,0.00020859390459222562
2011-01-11,0.0013489482191372784
2011-01-12,0.0007783107282441921
2011-01-13,-0.003985970958436489
2011-01-14,0.0018330418270537476
2011-01-18,5.235343293284885e-05
2011-01-19,0.00010314486783243363
2011-01-20,0.0025640147043726907
2011-01-21,-0.0008421816912712453
2011-01-24,-0.00023717327291934357
2011-01-25,-0.0015750735751301403
2011-01-26,-0.001
2011-01-27,0.0
2011-01-28,0.0
2011-01-31,0.0
2011-02-01,0.0
2011-02-02,0.0
2011-02-03,0.0
2011-02-04,0.0
2011-02-07,0.0
2011-02-08,0.0
2011-02-09,0.0
2011-02-10,0.0
2011-02-11,0.0
2011-02-14,0.0
2011-02-15,0.0
2011-02-16,0.0
2011-02-17,0.0
2011-02-18,0.0
2011-02-22,0.0
2011-02-23,0.0
2011-02-24,0.0
2011-02-25,-0.001814622656227293
2011-02-28,0.00014351183264524125
2011-03-01,0.0010971931896874808
2011-03-02,-0.0015837052130952649
2011-03-03,0.004996799071809397
2011-03-04,-0.0011168591778114014
2011-03-07,-0.005469077875508622
2011-03-08,-0.0011422910198089177
2011-03-09,-0.0019808705016227538
2011-03-10,-0.009696576652888601
2011-03-11,0.006011249007623998
2011-03-14,-0.00452917240497672
2011-03-15,0.0042299872059271965
2011-03-16,-0.0059715881919272
2011-03-17,-3.5293928030275825e-05
2011-03-18,0.003237472648793554
2011-03-21,0.005011300843220047
2011-03-22,0.0014231535557241845
2011-03-23,0.0014865209690225647
2011-03-24,0.0027253072591304083
2011-03-25,0.002898988429390084
2011-03-28,-0.001
2011-03-29,0.0
2011-03-30,0.0
2011-03-31,0.0
2011-04-01,0.0
2011-04-04,0.0
2011-04-05,0.0
2011-04-06,0.0
2011-04-07,0.0
2011-04-08,0.0
2011-04-11,0.0
2011-04-12,0.0
2011-04-13,0.0
2011-04-14,0.0
2011-04-15,0.0
2011-04-18,0.0
2011-04-19,0.0
2011-04-20,0.0
2011-04-21,0.0
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,0.0012422532954531888
2011-04-28,0.0002562498277754991
2011-04-29,0.0003004166567774876
2011-05-02,0.0001233456057330745
2011-05-03,-0.0005277560611687255
2011-05-04,-0.0007524065012418754
2011-05-05,-2.1760687365359057e-05
2011-05-06,0.0008554560676856779
2011-05-09,0.0005147996681254469
2011-05-10,-6.325584709093122e-05
2011-05-11,0.00040561821720785614
2011-05-12,0.0005283698550182854
2011-05-13,-0.0006025356699186098
2011-05-16,0.0002552977093052045
2011-05-17,-0.000712833668880781
2011-05-18,0.00036283461352689555
2011-05-19,0.0005119085603980155
2011-05-20,0.00046323186751370414
2011-05-23,-0.00030120002501627985
2011-05-24,-0.00012103298170412906
2011-05-25,0.0005728541171916597
2011-05-26,-0.0003
2011-05-27,0.0
2011-05-31,0.0
2011-06-01,0.0
2011-06-02,0.0
2011-06-03,0.0
2011-06-06,0.0
2011-06-07,0.0
2011-06-08,0.0
2011-06-09,0.0
2011-06-10,0.0
2011-06-13,0.0
2011-06-14,0.0
2011-06-15,0.0
2011-06-16,0.0
2011-06-17,0.0
2011-06-20,0.0
2011-06-21,0.0
2011-06-22,0.0
2011-06-23,0.0
2011-06-24,0.0
2011-06-27,0.0
2011-06-28,0.0
2011-06-29,0.0
2011-06-30,0.0
2011-07-01,0.0
2011-07-05,0.0
2011-07-06,0.0
2011-07-07,0.0
2011-07-08,0.0
2011-07-11,0.0
2011-07-12,0.0
2011-07-13,0.0
2011-07-14,0.0
2011-07-15,0.0
2011-07-18,0.0
2011-07-19,0.0
2011-07-20,0.0
2011-07-21,0.0
2011-07-22,0.0
2011-07-25,0.0
2011-07-26,0.0
2011-07-27,0.0
2011-07-28,0.0
2011-07-29,0.0
2011-08-01,0.0
2011-08-02,0.0
2011-08-03,0.0
2011-08-04,0.0
2011-08-05,0.0
2011-08-08,0.0
2011-08-09,0.0
2011-08-10,0.0
2011-08-11,0.0
2011-08-12,0.0
2011-08-15,0.0
2011-08-16,0.0
2011-08-17,0.0
2011-08-18,0.0
2011-08-19,0.0
2011-08-22,0.0
2011-08-23,0.0
2011-08-24,0.0
2011-08-25,0.0
2011-08-26,0.0
2011-08-29,0.0
2011-08-30,0.0
2011-08-31,0.0
2011-09-01,0.0
2011-09-02,0.0
2011-09-06,0.0
2011-09-07,0.0
2011-09-08,0.0
2011-09-09,0.0
2011-09-12,0.0
2011-09-13,0.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-16,0.0
2011-09-19,0.0
2011-09-20,0.0
2011-09-21,0.0
2011-09-22,0.0
2011-09-23,0.0
2011-09-26,0.0
2011-09-27,0.0
2011-09-28,0.0
2011-09-29,0.0
2011-09-30,0.0
2011-10-03,0.0
2011-10-04,0.0
2011-10-05,0.0
2011-10-06,0.0
2011-10-07,0.0
2011-10-10,0.0
2011-10-11,0.0
2011-10-12,0.0
2011-10-13,0.0
2011-10-14,0.0
2011-10-17,0.0
2011-10-18,0.0
2011-10-19,0.0
2011-10-20,0.0
2011-10-21,0.0
2011-10-24,0.0
2011-10-25,-0.007998077657961393
2011-10-26,0.003993521360473586
2011-10-27,0.009720610147168842
2011-10-28,-0.002404014974828338
2011-10-31,-0.010132127182717526
2011-11-01,-0.012254489535281254
2011-11-02,0.005904972843532639
2011-11-03,0.005378149545690121
2011-11-04,-0.0011130875785918288
2011-11-07,-0.002759483170931271
2011-11-08,0.004783455154891841
2011-11-09,-0.0077023152491152965
2011-11-10,0.005575466196754298
2011-11-11,0.0016961943136659715
2011-11-14,-0.0047593541357271426
2011-11-15,-8.450748247864435e-05
2011-11-16,-0.003900856547428434
2011-11-17,-0.0022531757320134647
2011-11-18,-0.0003493576750106431
2011-11-21,-0.0026256223145651723
2011-11-22,-0.002576330790029702
2011-11-23,-0.001
2011-11-25,0.0
2011-11-28,0.0
2011-11-29,0.0
2011-11-30,0.0
2011-12-01,0.0
2011-12-02,0.0
2011-12-05,0.0
2011-12-06,0.0
2011-12-07,0.0
2011-12-08,0.0
2011-12-09,0.0
2011-12-12,0.0
2011-12-13,0.0
2011-12-14,0.0
2011-12-15,0.0
2011-12-16,0.0
2011-12-19,0.0
2011-12-20,0.0
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,0.0
2011-12-27,0.0
2011-12-28,0.0
2011-12-29,0.0
2011-12-30,0.0
2012-01-03,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-06,0.0
2012-01-09,0.0
2012-01-10,0.0
2012-01-11,0.0
2012-01-12,0.0
2012-01-13,0.0
2012-01-17,0.0
2012-01-18,0.0
2012-01-19,0.0
2012-01-20,0.0
2012-01-23,0.0
2012-01-24,0.0
2012-01-25,0.0
2012-01-26,0.0
2012-01-27,0.0
2012-01-30,0.0
2012-01-31,0.0
2012-02-01,0.0
2012-02-02,0.0
2012-02-03,0.0
2012-02-06,0.0
2012-02-07,0.0
2012-02-08,0.0
2012-02-09,0.0
2012-02-10,0.0
2012-02-13,0.0
2012-02-14,0.0
2012-02-15,0.0
2012-02-16,0.0
2012-02-17,0.0
2012-02-21,0.0
2012-02-22,0.0
2012-02-23,0.0
2012-02-24,0.0
2012-02-27,0.0
2012-02-28,0.0
2012-02-29,0.0
2012-03-01,0.0
2012-03-02,0.0
2012-03-05,0.0
2012-03-06,0.0
2012-03-07,0.0
2012-03-08,0.0
2012-03-09,0.0
2012-03-12,0.0
2012-03-13,0.0
2012-03-14,0.0
2012-03-15,0.0
2012-03-16,0.0
2012-03-19,0.0
2012-03-20,0.0
2012-03-21,0.0
2012-03-22,0.0
2012-03-23,0.0
2012-03-26,0.0
2012-03-27,0.0
2012-03-28,0.0
2012-03-29,0.0
2012-03-30,0.0
2012-04-02,0.0
2012-04-03,0.0
2012-04-04,0.0
2012-04-05,0.0
2012-04-09,0.0
2012-04-10,0.0
2012-04-11,0.0
2012-04-12,0.0
2012-04-13,0.0
2012-04-16,0.0
2012-04-17,0.0
2012-04-18,0.0
2012-04-19,0.0
2012-04-20,0.0
2012-04-23,0.0
2012-04-24,0.0
2012-04-25,0.0
2012-04-26,0.0
2012-04-27,0.0
2012-04-30,0.0
2012-05-01,0.0
2012-05-02,0.0
2012-05-03,0.0
2012-05-04,0.0
2012-05-07,0.0
2012-05-08,0.0
2012-05-09,0.0
2012-05-10,0.0
2012-05-11,0.0
2012-05-14,0.0
2012-05-15,0.0
2012-05-16,0.0
2012-05-17,0.0
2012-05-18,0.0
2012-05-21,0.0
2012-05-22,0.0
2012-05-23,0.0
2012-05-24,0.0
2012-05-25,0.0
2012-05-29,0.0
2012-05-30,0.0
2012-05-31,0.0
2012-06-01,0.0
2012-06-04,0.0
2012-06-05,0.0
2012-06-06,0.0
2012-06-07,0.0
2012-06-08,0.0
2012-06-11,0.0
2012-06-12,0.0
2012-06-13,0.0
2012-06-14,0.0
2012-06-15,0.0
2012-06-18,0.0
2012-06-19,0.0
2012-06-20,0.0
2012-06-21,0.0
2012-06-22,0.0
2012-06-25,0.0
2012-06-26,0.0
2012-06-27,0.0
2012-06-28,0.0
2012-06-29,0.0
2012-07-02,0.0
2012-07-03,0.0
2012-07-05,0.0
2012-07-06,0.0
2012-07-09,0.0
2012-07-10,0.0
2012-07-11,0.0
2012-07-12,0.0
2012-07-13,0.0
2012-07-16,0.0
2012-07-17,0.0
2012-07-18,0.0
2012-07-19,0.0
2012-07-20,0.0
2012-07-23,0.0
2012-07-24,0.0
2012-07-25,0.0
2012-07-26,0.0
2012-07-27,0.0
2012-07-30,0.0
2012-07-31,0.0
2012-08-01,0.0
2012-08-02,0.0
2012-08-03,0.0
2012-08-06,0.0
2012-08-07,0.0
2012-08-08,0.0
2012-08-09,0.0
2012-08-10,0.0
2012-08-13,0.0
2012-08-14,0.0
2012-08-15,0.0
2012-08-16,0.0
2012-08-17,0.0
2012-08-20,0.0
2012-08-21,0.0
2012-08-22,0.0
2012-08-23,0.0
2012-08-24,0.0
2012-08-27,0.0
2012-08-28,0.0
2012-08-29,0.0
2012-08-30,0.0
2012-08-31,0.0
2012-09-04,0.0
2012-09-05,0.0
2012-09-06,0.0
2012-09-07,0.0
2012-09-10,0.0
2012-09-11,0.0
2012-09-12,0.0
2012-09-13,0.0
2012-09-14,0.0
2012-09-17,0.0
2012-09-18,0.0
2012-09-19,0.0
2012-09-20,0.0
2012-09-21,0.0
2012-09-24,0.0
2012-09-25,0.0
2012-09-26,0.0
2012-09-27,0.0
2012-09-28,0.0
2012-10-01,0.0
2012-10-02,0.0
2012-10-03,0.0
2012-10-04,0.0
2012-10-05,0.0
2012-10-08,0.0
2012-10-09,0.0
2012-10-10,0.0
2012-10-11,0.0
2012-10-12,0.0
2012-10-15,0.0
2012-10-16,0.0
2012-10-17,0.0
2012-10-18,0.0
2012-10-19,0.0
2012-10-22,0.0
2012-10-23,0.0
2012-10-24,0.0
2012-10-25,0.0
2012-10-26,0.0
2012-10-31,0.0
2012-11-01,0.0
2012-11-02,0.0
2012-11-05,0.0
2012-11-06,0.0
2012-11-07,0.0
2012-11-08,0.0
2012-11-09,0.0
2012-11-12,0.0
2012-11-13,0.0
2012-11-14,0.0
2012-11-15,0.0
2012-11-16,0.0
2012-11-19,0.0
2012-11-20,0.0
2012-11-21,0.0
2012-11-23,0.0
2012-11-26,0.0
2012-11-27,0.0
2012-11-28,0.0
2012-11-29,0.0
2012-11-30,0.0
2012-12-03,0.0
2012-12-04,0.0
2012-12-05,0.0
2012-12-06,0.0
2012-12-07,0.0
2012-12-10,0.0
2012-12-11,0.0
2012-12-12,0.0
2012-12-13,0.0
2012-12-14,0.0
2012-12-17,0.0
2012-12-18,0.0
2012-12-19,0.0
2012-12-20,0.0
2012-12-21,0.0
2012-12-24,0.0
2012-12-26,0.0
2012-12-27,0.0
2012-12-28,0.0
2012-12-31,0.0
2013-01-02,0.0
2013-01-03,0.0
2013-01-04,0.0
2013-01-07,0.0
2013-01-08,0.0
2013-01-09,0.0
2013-01-10,0.0
2013-01-11,0.0
2013-01-14,0.0
2013-01-15,0.0
2013-01-16,0.0
2013-01-17,0.0
2013-01-18,0.0
2013-01-22,0.0
2013-01-23,0.0
2013-01-24,0.0
2013-01-25,0.0
2013-01-28,0.0
2013-01-29,0.00025667219911343093
2013-01-30,0.0023492443292771224
2013-01-31,-0.0022624495234691154
2013-02-01,0.0026648454546335473
2013-02-04,0.0014191477794525333
2013-02-05,-0.0007144285743718172
2013-02-06,-6.330133716940276e-05
2013-02-07,0.002855056588128425
2013-02-08,-0.0016151344191562402
2013-02-11,-0.0013455032092825887
2013-02-12,3.809947417960616e-05
2013-02-13,-0.0005281229770911971
2013-02-14,0.001370800163255989
2013-02-15,0.0004312077446529659
2013-02-19,0.0008040155519752513
2013-02-20,0.0021124075332611012
2013-02-21,-0.0009331415605449297
2013-02-22,0.00207064388195585
2013-02-25,-9.66074087448843e-05
2013-02-26,0.000590316865034879
2013-02-27,0.0013919567171269136
2013-02-28,-0.0007311660992102826
2013-03-01,0.0002515144835472948
2013-03-04,-0.0004248882364266829
2013-03-05,-3.160379426251527e-05
2013-03-06,-0.00039761342444827563
2013-03-07,-0.0004799188201868817
2013-03-08,-0.0009907719138368182
2013-03-11,0.0001497726484685351
2013-03-12,0.00031992277250857386
2013-03-13,-5.398533484786482e-05
2013-03-14,0.0001379653080463346
2013-03-15,0.0004165038488419932
2013-03-18,0.00045288260066891125
2013-03-19,0.0006135297108633023
2013-03-20,-0.0005755300854733511
2013-03-21,0.0003496068007468742
2013-03-22,0.00021758002852507443
2013-03-25,0.00022200127294886345
2013-03-26,8.508674165507112e-05
2013-03-27,0.0006659676611689525
2013-03-28,-0.00035197684842107097
2013-04-01,0.0004623991072973152
2013-04-02,-3.74144540503108e-05
2013-04-03,0.0004899565997406871
2013-04-04,0.0005966849547288765
2013-04-05,0.004248774502314681
2013-04-08,-0.0002718289998927902
2013-04-09,-0.0010446862093257082
2013-04-10,-0.0014897497940840206
2013-04-11,-0.00014398983058291247
2013-04-12,0.0010497543165306892
2013-04-15,0.0012463080733159878
2013-04-16,-0.0007061103117349013
2013-04-17,0.0008806718142097118
2013-04-18,0.0004503525157553011
2013-04-19,-0.0002597739580214607
2013-04-22,-0.0002162294065050659
2013-04-23,-0.0006321920655408477
2013-04-24,0.00045721593959104946
2013-04-25,-0.0006307553570879224
2013-04-26,0.0004789509313737338
2013-04-29,-0.0009981762414302208
2013-04-30,-0.0005406979667118984
2013-05-01,-0.0004145143210510288
2013-05-02,0.0002566885492239887
2013-05-03,0.0006990939208508003
2013-05-06,0.0002456906470265771
2013-05-07,0.00016543547237242613
2013-05-08,-0.0002387897955079575
2013-05-09,-0.00021413112740408002
2013-05-10,0.0009132422317047891
2013-05-13,-0.00015496123922314507
2013-05-14,0.00047953629917651117
2013-05-15,-0.00012670793875094562
2013-05-16,-0.0007532933611484154
2013-05-17,0.0006677338319361182
2013-05-20,0.0007159200645668495
2013-05-21,-0.0007457024298133638
2013-05-22,0.0012217169558890416
2013-05-23,0.00014689806675567828
2013-05-24,-0.0001398148448565001
2013-05-28,0.0025798165725800085
2013-05-29,-0.0016317434461880268
2013-05-30,0.0016998480765868349
2013-05-31,-0.0010020098404617003
2013-06-03,-0.0016721694255480285
2013-06-04,0.006235127629205925
2013-06-05,-0.008570154290443997
2013-06-06,0.0014398062227855694
2013-06-07,0.008891938288731343
2013-06-10,-0.0011840551087112796
2013-06-11,-0.006725100674944337
2013-06-12,0.00920414444415738
2013-06-13,-0.008010706565762872
2013-06-14,0.005137333735123075
2013-06-17,0.0023954949610751394
2013-06-18,-0.001342788509997411
2013-06-19,-0.007850368889074234
2013-06-20,0.009496088043571875
2013-06-21,-0.005975915693757648
2013-06-24,0.0020265414379309213
2013-06-25,0.006164935099076328
2013-06-26,-0.0007315044754019366
2013-06-27,-0.004218413601736325
2013-06-28,-0.006016450345956884
2013-07-01,-0.000536939370290613
2013-07-02,0.0014869604203546231
2013-07-03,-4.38342262653002e-05
2013-07-05,0.004902991650967684
2013-07-08,0.0012754715127497125
2013-07-09,0.0006884806175998714
2013-07-10,-0.005286734827520957
2013-07-11,0.011630264879172632
2013-07-12,0.00016041677945617037
2013-07-15,-0.0010385939093051854
2013-07-16,-0.002058053949611046
2013-07-17,0.00433979788869106
2013-07-18,0.004172047596258771
2013-07-19,-0.0071721511962501774
2013-07-22,0.00014921066974668795
2013-07-23,0.0017189211579927755
2013-07-24,0.00253023111009205
2013-07-25,0.002244332090860047
2013-07-26,-0.003970831481353009
2013-07-29,0.003866856937832007
2013-07-30,-0.0010332604538430894
2013-07-31,-0.001597319860370695
2013-08-01,-0.008350115218778067
2013-08-02,0.011022879379349294
2013-08-05,0.0015832063715946233
2013-08-06,-0.0007786172482171938
2013-08-07,4.393250364805024e-05
2013-08-08,0.0002764246819140513
2013-08-09,0.0003519935716128334
2013-08-12,0.0012923560839706004
2013-08-13,-0.002928484251979251
2013-08-14,0.00014163560453603973
2013-08-15,0.0017985599012615915
