method,alpha,tl,ts,sharpe,sortino,ann_ret,vol,mdd,calmar,total_ret,n_trades
B,0.5,-1.0,3.0,-0.629585137792418,-0.6692889782828318,0.00019156341388337772,0.0307146126147878,-0.08853263636479208,0.002163760413663217,0.0032745374689737705,3
B,0.6,-3.0,0.5,-0.03535939356255338,-0.03482862894668513,0.004176905936301489,0.14609086376771455,-0.38221661377487165,0.010928111928597948,0.07373229529501568,7
B,0.6,-3.0,1.0,-0.06256033780636779,-0.06161412686429072,0.0003294419827426509,0.14544335566908964,-0.3822166137748713,0.0008619248114020887,0.005637644027117528,7
B,0.6,-3.0,1.5,-0.006732881015091507,-0.006681115962895609,0.008954071354940085,0.1423841148774989,-0.32583939566558323,0.02748001461471486,0.16432686220331183,7
B,0.6,-3.0,2.0,-0.03041762360799998,-0.03006711506803972,0.007229055672608009,0.13243489220612006,-0.30405695014647377,0.023775334420494405,0.130814073318267,6
B,0.6,-3.0,2.5,0.05262298051555204,0.05311104261823081,0.01884469711978487,0.1263356165082455,-0.27649487048644306,0.06815568435910226,0.3752535889964723,6
B,0.6,-3.0,3.0,-0.01672854620979659,-0.01615067725241699,0.014411858771944841,0.09126125745570303,-0.24370283628659015,0.0591370169980162,0.2766228661122849,5
B,0.6,-2.5,0.5,-0.07468801409914015,-0.07409506273462466,-0.0010685126127059075,0.14377699676180278,-0.38830229261569926,-0.0027517545814837842,-0.0180810863410078,11
B,0.6,-2.5,1.0,-0.08178711998424573,-0.0808894795435184,-0.0018437900581679267,0.14269204700036428,-0.3883022926157011,-0.004748336780984982,-0.03100697019780385,11
B,0.6,-2.5,1.5,-0.015062014574416962,-0.015018106225242989,0.008211853576187034,0.13950066483074242,-0.33248043687290296,0.024698757176279135,0.14979440490323626,11
B,0.6,-2.5,2.0,-0.055341495066717206,-0.05488263760259847,0.0045211928506618815,0.12916566317993863,-0.31091256651193727,0.014541685790909623,0.08003274920884107,9
B,0.6,-2.5,2.5,0.028909435587718423,0.029971967724097482,0.016821139176013133,0.11539948446726583,-0.2836219962008728,0.059308302604638985,0.3293714559475427,9
B,0.6,-2.5,3.0,-0.05679382990450292,-0.05696871759127496,0.012845946346168535,0.07625158306111028,-0.24370283628659015,0.05271151760852686,0.2434022874096997,7
B,0.6,-2.0,0.5,-0.028421446434749302,-0.02838254933077738,0.006385404398763228,0.139171095764851,-0.3400452835947979,0.018778100173187973,0.11475668484002721,25
B,0.6,-2.0,1.0,-0.0398578803930795,-0.039512910595851033,0.005324454708019788,0.13614567338854625,-0.32825167403498284,0.016220647537207512,0.09486804054934184,23
B,0.6,-2.0,1.5,0.074054558947218,0.07417832284285762,0.02141190934540993,0.13001228915692706,-0.279250199215752,0.07667643355508168,0.43560939131850285,21
B,0.6,-2.0,2.0,-0.07034523762000484,-0.06920773300777937,0.006821432761815016,0.10673055400186132,-0.2889235993342772,0.023609815112135557,0.12302870737319438,13
B,0.6,-2.0,2.5,-0.05725326872197242,-0.057704959356116366,0.011291989648425815,0.087065148020541,-0.23607758712951082,0.04783168866526535,0.2112411530809959,9
B,0.6,-2.0,3.0,-0.3308329633438237,-0.3236407092216467,-0.0013412651418894805,0.059208850387101435,-0.22980258420179905,-0.005836597297407503,-0.022646973979408513,7
B,0.6,-1.5,0.5,-0.13573132867882015,-0.13749752214001137,-0.005902247973413766,0.12936031185360636,-0.37647116043718504,-0.01567782235048139,-0.09609846284458934,48
B,0.6,-1.5,1.0,-0.18761549089865157,-0.1905043649231557,-0.010275393674174405,0.12200366379426975,-0.35128897815197535,-0.02925054389189815,-0.16161857161514026,44
B,0.6,-1.5,1.5,-0.09794206396787095,-0.099120014226527,0.002501488887908465,0.1132757256722651,-0.342207060820285,0.007309869299342593,0.04356292945304485,36
B,0.6,-1.5,2.0,-0.14530408267418912,-0.14728133870126037,0.002588588126832825,0.0912292382981936,-0.29863434551464263,0.00866808579023909,0.04511146092657037,21
B,0.6,-1.5,2.5,-0.25513604960694863,-0.26550817889509737,0.000401734512543106,0.06781547295142486,-0.24445703801711835,0.0016433747042086558,0.006878761698715596,11
B,0.6,-1.5,3.0,-0.5159986974126315,-0.5062679033671387,-0.006863293326407116,0.0497099662019309,-0.23158043927223446,-0.029636757525703498,-0.11089755589793138,7
B,0.6,-1.0,0.5,-0.3981160525205287,-0.3980918207063075,-0.0330387361292408,0.11733230078734043,-0.47332537720257917,-0.06980132002324588,-0.4364012822365042,96
B,0.6,-1.0,1.0,-0.42885672128035685,-0.43359360707875083,-0.029066227479720208,0.10303754093015692,-0.4329126733467084,-0.06714108703498692,-0.3955517327249227,72
B,0.6,-1.0,1.5,-0.4172690204905545,-0.4266431570006784,-0.018755378804136802,0.08471983332710108,-0.31501462809827957,-0.05953812023702411,-0.27613228297425485,56
B,0.6,-1.0,2.0,-0.35312054625184086,-0.3598717821698123,-0.004017992167863693,0.06250746162424901,-0.23818624023041593,-0.016869119576247475,-0.06640734254423253,27
B,0.6,-1.0,2.5,-0.5405517860017302,-0.5473654557342186,-0.006802474456874319,0.04753469113707214,-0.1944246756950072,-0.03498771147519011,-0.10996781123851673,13
B,0.6,-1.0,3.0,-0.6160113790138569,-0.6111706482993852,-0.0034783639177491388,0.03701052330323914,-0.1444797242085248,-0.024075100757590614,-0.05773650790851337,9
B,0.7,-3.0,0.5,-0.05923182459964938,-0.05864061031974664,0.001181386009298624,0.1436415662867228,-0.3822166137748715,0.0030908808427528725,0.020355767255445745,11
B,0.7,-3.0,1.0,-0.08550274513675399,-0.08472775139252771,-0.0024118401798479683,0.14286310588313827,-0.3822166137748711,-0.006310139572500538,-0.04037597034080587,11
B,0.7,-3.0,1.5,-0.0678654252117073,-0.06714866676012714,0.0001906552855046595,0.14245636575624201,-0.3820360830316605,0.0004990504666253196,0.0032589903620774407,11
B,0.7,-3.0,2.0,-0.07082436356758538,-0.06976931681501518,0.0008129112164991792,0.13748226850654002,-0.3258393956655838,0.0024948217659152795,0.013965310147933119,11
B,0.7,-3.0,2.5,-0.006440448410365485,-0.006615222958424533,0.01241746915315245,0.11752491403470106,-0.30405695014647555,0.04083928733472625,0.23445503870275308,9
B,0.7,-3.0,3.0,0.03395448653251367,0.03520260334280072,0.017411098868270303,0.11542563911256258,-0.2764948704864416,0.06297078436803798,0.3425971516521402,9
B,0.7,-2.5,0.5,-0.04977405092742369,-0.04951201111215721,0.0030391832863561064,0.14106619050743147,-0.3939275567229608,0.007715081705983535,0.05315716500280909,22
B,0.7,-2.5,1.0,-0.08119078151985397,-0.08056067025298806,-0.0008867995811682183,0.13875803331121037,-0.36988973463220376,-0.002397470105651888,-0.015028066054079026,22
B,0.7,-2.5,1.5,-0.08421463624856726,-0.08359148646981415,-0.001003790791825332,0.13739821931654658,-0.3586172033819256,-0.0027990592262700223,-0.01699469668295317,20
B,0.7,-2.5,2.0,0.06685361337183965,0.06535564203252833,0.020759101654165057,0.1250203862952409,-0.2548168704489106,0.08146674754145505,0.4200296203371572,18
B,0.7,-2.5,2.5,0.0768851458989783,0.07758534299441328,0.022952765714989054,0.10006194836732026,-0.23607758712951243,0.09722551807680557,0.473023703044283,9
B,0.7,-2.5,3.0,0.1267537611569974,0.12946027152045286,0.02799835953737695,0.09758612940349046,-0.2360775871295131,0.11859812647956681,0.6020651753356943,9
B,0.7,-2.0,0.5,-0.00510263593562155,-0.005085620296128452,0.010068415404071551,0.13632418654591574,-0.3049245203440812,0.03301936949088321,0.18647052410793696,32
B,0.7,-2.0,1.0,-0.008978132177712941,-0.00897301561029935,0.010028994057317053,0.13291899152859488,-0.279250199215752,0.035914008604049495,0.18568044540326523,32
B,0.7,-2.0,1.5,-0.01157922680481191,-0.011565741823280608,0.009984008653237675,0.13082126353860815,-0.279250199215752,0.03575291506067615,0.18477945751006275,28
B,0.7,-2.0,2.0,0.08076469032384533,0.07957513452859233,0.02278360998928397,0.11913922571127526,-0.2669401233250258,0.08535101319910117,0.468871936622105,22
B,0.7,-2.0,2.5,-0.12280818141697611,-0.12362036549149653,0.005655058332288299,0.08650460585108904,-0.2387104435970709,0.02369003319282378,0.10102944604501518,11
B,0.7,-2.0,3.0,-0.07111285504315654,-0.07250735030567099,0.010615333253904957,0.08363244435294669,-0.19663852284384065,0.05398399611827365,0.1974830607833331,11
B,0.7,-1.5,0.5,-0.1624513171762832,-0.16449132278576178,-0.008689762412477209,0.12712939536778223,-0.376496610470411,-0.023080586041982813,-0.13839670730379505,58
B,0.7,-1.5,1.0,-0.10946587397594754,-0.1131635253259444,-0.00026656839380334585,0.11973102038602801,-0.38485320767243497,-0.0006926495310134808,-0.004539915274344053,54
B,0.7,-1.5,1.5,-0.12042329449529028,-0.12346315982643877,-0.00021667466739572205,0.11398888869934377,-0.35304613655961387,-0.000613729042632181,-0.003691656007295152,46
B,0.7,-1.5,2.0,0.05255585394779719,0.053337960002456435,0.02054306909137793,0.09839229867693099,-0.25978982748039575,0.07907572552250203,0.41490898311087565,36
B,0.7,-1.5,2.5,-0.2261703451506566,-0.2362967859429665,0.0025038540520383457,0.06735801299949283,-0.28904007897378636,0.008662653500954189,0.043604950999790226,15
B,0.7,-1.5,3.0,-0.23318219151045544,-0.24455771565494033,0.0027187633539227374,0.06506327337918248,-0.28236470541892966,0.009628552371264146,0.047429870532500695,13
B,0.7,-1.0,0.5,-0.4951771138022819,-0.4948555804971431,-0.042586771386226796,0.11493402813417923,-0.5435542008221025,-0.07834871172334999,-0.5242101570469122,102
B,0.7,-1.0,1.0,-0.5215447398434411,-0.5270952832978223,-0.03846346874960027,0.10331702049381433,-0.49203645679906477,-0.0781719895306615,-0.48800080608058194,78
B,0.7,-1.0,1.5,-0.6329784940317326,-0.6348357502106814,-0.04140375241299321,0.09174807352974583,-0.5300341797343158,-0.07811524991416063,-0.5140758779477317,60
B,0.7,-1.0,2.0,-0.45610643633901604,-0.4557437967032613,-0.014955160813379553,0.07131055340948661,-0.2885529239477643,-0.051828138175743575,-0.22676671642144908,40
B,0.7,-1.0,2.5,-0.48194321429838494,-0.5004455992170118,-0.0037837676761544037,0.04706932489525643,-0.21353725742541482,-0.01771947304079249,-0.06265305232167606,17
B,0.7,-1.0,3.0,-0.5283675973390405,-0.5439174696879369,-0.005070445438721594,0.045514879216785965,-0.23198780199063573,-0.02185651743416347,-0.08310266274457834,15
B,0.8,-3.0,0.5,-0.13325099740422816,-0.13117957496134397,-0.009572473245075264,0.14423855583215137,-0.47543740919041144,-0.02013403459642679,-0.15139783794174155,20
B,0.8,-3.0,1.0,-0.08390245595406229,-0.08296617508592984,-0.0016398731370518282,0.1404456718691024,-0.3582183852113075,-0.0045778586603936935,-0.02762276074081249,20
B,0.8,-3.0,1.5,-0.08122749466906318,-0.08038600292782229,-0.0010933216309213512,0.1396707950230776,-0.36844553173147276,-0.0029673901208230047,-0.01849721895374823,20
B,0.8,-3.0,2.0,0.053447364131998396,0.05309663510181535,0.018363155345534343,0.1339800443813789,-0.3506656937591303,0.05236655787077894,0.364201880378314,18
B,0.8,-3.0,2.5,0.10882375182173458,0.10704871223036824,0.026174451873090865,0.12198836574627585,-0.24334289964808128,0.10756201192204067,0.554237389918836,16
B,0.8,-3.0,3.0,0.16066518777261016,0.1600463182742723,0.03185609651360566,0.10493922667056096,-0.23607758712951257,0.1349390973575537,0.7078276353770045,11
B,0.8,-2.5,0.5,-0.11016349560998398,-0.10880436053116703,-0.005232131372855386,0.1401106706233895,-0.4524084686335015,-0.011565060637920914,-0.08564248085878967,30
B,0.8,-2.5,1.0,-0.05534595607359358,-0.05512610622070855,0.003307033792254055,0.1356326203006774,-0.3300433858567501,0.01001999716997637,0.05796742566402502,30
B,0.8,-2.5,1.5,-0.0421450120802658,-0.04202202642782286,0.005409135201152493,0.1339232754412092,-0.3282516740349816,0.01647862182898127,0.09644311730636113,28
B,0.8,-2.5,2.0,0.08414205294737753,0.0844272501862422,0.022800571735646535,0.12901051391207635,-0.3093402784326432,0.07370708997603494,0.46928774908536774,24
B,0.8,-2.5,2.5,0.13016422811090436,0.12949030474801335,0.02877084893595372,0.11535516895775268,-0.21634021145353524,0.132988910118233,0.6227367223939104,21
B,0.8,-2.5,3.0,-0.025804547284850668,-0.02599814533476394,0.01381388576276299,0.08923859851599794,-0.19663852284384076,0.07025015018920377,0.26383955628775735,13
B,0.8,-2.0,0.5,-0.16276136102393232,-0.1633787398255185,-0.010715134237664126,0.1339645539656082,-0.39671891605686826,-0.027009385748896705,-0.16795352202146996,50
B,0.8,-2.0,1.0,-0.1222824379242901,-0.12476515157584604,-0.0037282877905515655,0.12759139882043374,-0.3412884579480577,-0.01092415434429661,-0.06176170794279856,44
B,0.8,-2.0,1.5,-0.08968326538648125,-0.09165528740035885,0.000908936209214728,0.12535111256620796,-0.3183132845093105,0.002855476831938951,0.015627031400018643,40
B,0.8,-2.0,2.0,0.0511700484510731,0.052873475236577525,0.019172460145024273,0.11943914691213052,-0.29883468264305224,0.06415741297312909,0.3828241216499444,34
B,0.8,-2.0,2.5,0.058521918911965995,0.05971348973366322,0.020702347887037842,0.1080290098219752,-0.253534463309861,0.08165496562783321,0.4186826942583215,27
B,0.8,-2.0,3.0,-0.09635929452860552,-0.09948479540799511,0.008880041737455935,0.08143788960624748,-0.22652800500152262,0.03920063542428782,0.16286965285522492,13
B,0.8,-1.5,0.5,-0.43365215893474807,-0.4299299325577274,-0.04044291239496145,0.1236734013317831,-0.5328165507443595,-0.07590400924757607,-0.5056956967176439,68
B,0.8,-1.5,1.0,-0.4104836687044103,-0.41208503267021884,-0.03228307619928805,0.11308404975288307,-0.46535589311221137,-0.06937287499119223,-0.4288367001527075,60
B,0.8,-1.5,1.5,-0.33831703374435934,-0.34028736759113487,-0.021829222026178652,0.10732752682159157,-0.3851325802684273,-0.05667975950246603,-0.3138753724512061,56
B,0.8,-1.5,2.0,-0.21338875508455812,-0.21777854479291536,-0.005301780067614392,0.09674017170238008,-0.28235623210877464,-0.018776918887244323,-0.0867345041716201,46
B,0.8,-1.5,2.5,-0.3637089502002146,-0.3591670351573121,-0.010144853263525211,0.0752373341402167,-0.32547724742944073,-0.03116916264853347,-0.1597292695309751,31
B,0.8,-1.5,3.0,-0.4158934503181368,-0.41523943827936544,-0.007870207083665481,0.062404614194251175,-0.2950534280608253,-0.026673837126349326,-0.1261581047127972,15
B,0.8,-1.0,0.5,-0.5131536465143721,-0.5114441678166448,-0.04515138479538239,0.11591298576968487,-0.5568137119628315,-0.08108885220555836,-0.5455006562447428,116
B,0.8,-1.0,1.0,-0.5936565898612411,-0.5908594622175228,-0.04623272341857254,0.10426337046962729,-0.5571309956652529,-0.0829835779705049,-0.554205934615025,86
B,0.8,-1.0,1.5,-0.5274616103648812,-0.5356803691035544,-0.03375933383729268,0.09455302350636288,-0.45114089303210675,-0.07483102143633452,-0.4435269337048243,72
B,0.8,-1.0,2.0,-0.31363869984217063,-0.3282958788512233,-0.009349292122554642,0.08281463515823342,-0.2521524706904014,-0.037077931843998935,-0.14812824132573932,56
B,0.8,-1.0,2.5,-0.3789869564319628,-0.3928133588598185,-0.004721635422571424,0.06044524340378405,-0.23604289141064877,-0.02000329429263386,-0.07760079860722768,33
B,0.8,-1.0,3.0,-0.33649790791097367,-0.35644699006839176,0.0008564859193165297,0.05276363079932972,-0.19018173141941622,0.004503513102568634,0.014719056891487226,17
B,0.9,-3.0,0.5,-0.1603946298734094,-0.15789818098902553,-0.012541830280905608,0.1412283202816046,-0.4512601338835494,-0.0277929055531019,-0.1937898635867059,28
B,0.9,-3.0,1.0,-0.10045763544083969,-0.09973231439802742,-0.003099794708683601,0.1368447415332692,-0.328656371024639,-0.009431719516099727,-0.05160840897415242,28
B,0.9,-3.0,1.5,-0.0840206547175854,-0.08355412156731176,-0.0006024033246341265,0.13569836637297716,-0.328656371024639,-0.0018329275734288593,-0.01023188730038005,28
B,0.9,-3.0,2.0,-0.02644208896119155,-0.026480502563784546,0.007654447138658371,0.13314413127485306,-0.328656371024639,0.023290122491142963,0.1389929714718927,24
B,0.9,-3.0,2.5,0.08355378035006125,0.08313953949125476,0.02302268309565525,0.12180157237421539,-0.2497444369828291,0.09218496865753269,0.4747429833603889,22
B,0.9,-3.0,3.0,0.20813310738722493,0.21270929788486534,0.03746220116264265,0.10927760515301994,-0.1966385228438416,0.19051303183554152,0.8732955422792033,20
B,0.9,-2.5,0.5,-0.11231098773099037,-0.11223283918923997,-0.0047023411942366256,0.13679103798800601,-0.379201539768579,-0.012400638449691933,-0.07729556081142841,40
B,0.9,-2.5,1.0,-0.0231583900432061,-0.023524353670239993,0.008438752880532085,0.1309343069002458,-0.2983498403997483,0.02828475748210658,0.15421881974366203,40
B,0.9,-2.5,1.5,-0.009361042390594427,-0.009541775522753818,0.010464700389692716,0.12949908088039722,-0.3081758262700018,0.03395691516869428,0.19444040956964326,36
B,0.9,-2.5,2.0,0.03364480554783808,0.03457420177183404,0.01640949058877017,0.12638845276345284,-0.28664645171309916,0.05724644589424126,0.32021588557396874,30
B,0.9,-2.5,2.5,0.15110729434059128,0.15438421550253084,0.03125297489509915,0.11518053643014772,-0.253272242372372,0.12339676311291015,0.6908701843947134,27
B,0.9,-2.5,3.0,0.21361471778179103,0.22306710891229167,0.037552766480241084,0.1044801133302507,-0.2171152997305767,0.1729623224472949,0.8760885326143433,23
B,0.9,-2.0,0.5,-0.2608971243696742,-0.2603339447368505,-0.022630667675270777,0.13134558924413403,-0.4216694127726325,-0.05366921808832602,-0.32340717437153743,60
B,0.9,-2.0,1.0,-0.21192444611260022,-0.21452790192978605,-0.013681258285525022,0.12344643032912568,-0.3594612314409005,-0.038060455728935474,-0.2095211433038644,56
B,0.9,-2.0,1.5,-0.18063364342821434,-0.18344105577762276,-0.00935522920161913,0.12175349213783507,-0.359765388296135,-0.02600369436850475,-0.14821537268535645,52
B,0.9,-2.0,2.0,-0.06436859216457222,-0.06648601363397001,0.005816722983385647,0.11608810103471996,-0.313694639751487,0.018542627913545898,0.10405423327050212,46
B,0.9,-2.0,2.5,-0.09176246051934049,-0.09283719704871961,0.005919389563893818,0.09959577168833032,-0.31486528125642166,0.018799753152438405,0.10597921106262675,35
B,0.9,-2.0,3.0,-0.11444027228213835,-0.11669733904337173,0.005547009335069797,0.0905872421341406,-0.2591192274265442,0.021407169935477977,0.09901217288201636,25
B,0.9,-1.5,0.5,-0.4354747208181372,-0.4317553822410111,-0.03872583512070804,0.12006583842715546,-0.49874263595672413,-0.07764693116003878,-0.4903799943209606,86
B,0.9,-1.5,1.0,-0.3922943307063344,-0.39110838290617694,-0.028459075550089974,0.1093413100030745,-0.40781095219186947,-0.06978497119101493,-0.3890680918207412,74
B,0.9,-1.5,1.5,-0.4015097486339064,-0.4002110089189684,-0.0280606928799223,0.10655877094546792,-0.4073577676658176,-0.06888463927105555,-0.3847783385561615,62
B,0.9,-1.5,2.0,-0.27670563484687427,-0.28184095535879516,-0.012186263969019118,0.0989296795162457,-0.33985254473844473,-0.03585750396071872,-0.18882078529274093,54
B,0.9,-1.5,2.5,-0.277681914486405,-0.2770901489959513,-0.005138016762221809,0.07926467418323074,-0.3199354142751303,-0.016059543685912,-0.0841649030223588,41
B,0.9,-1.5,3.0,-0.27774285604826165,-0.2831557926245212,-0.0015025110629621752,0.06888620131221716,-0.27149559914437027,-0.005534200435282935,-0.025336828204146067,29
B,0.9,-1.0,0.5,-0.5589710717504645,-0.5556686381047629,-0.04914631538473413,0.1142516024949087,-0.5981641028610343,-0.08216192705256975,-0.5768870316946045,124
B,0.9,-1.0,1.0,-0.5621418881878687,-0.5580432998605036,-0.043145422035534065,0.10434519547312268,-0.5341111897811721,-0.08077985045250774,-0.528926336408476,94
B,0.9,-1.0,1.5,-0.555093004053996,-0.5566369530153125,-0.03954464852074313,0.09975121937467671,-0.506352607511972,-0.0780970571378131,-0.4977383987715396,74
B,0.9,-1.0,2.0,-0.42746501185640995,-0.44116670258915514,-0.021434641662715026,0.08835961121312103,-0.3333603046167259,-0.06429872233095978,-0.30913621999451546,64
B,0.9,-1.0,2.5,-0.3810203207697772,-0.3900712916565789,-0.007161462992319345,0.06569406959831985,-0.25509866030320527,-0.02807330694644719,-0.11544249368086423,43
B,0.9,-1.0,3.0,-0.347576737128507,-0.3642862205787653,-0.002024244971509659,0.05846153125279267,-0.23679017286332293,-0.008548686573568526,-0.03399255283760105,29
B,1.0,-3.0,0.5,-0.1150979662013355,-0.11484382157041607,-0.0052559024576850355,0.13748231487327128,-0.3866333588955784,-0.013594022183441612,-0.0860153262882759,40
B,1.0,-3.0,1.0,-0.05715968914922905,-0.057356546388981355,0.0032876773255652303,0.13445121898791293,-0.3407446796893377,0.00964850670174119,0.05761911552658017,40
B,1.0,-3.0,1.5,-0.03045738522458237,-0.031018776312411445,0.007604303213029517,0.130141080066901,-0.3081758262700018,0.024675209944491773,0.1380259791272591,36
B,1.0,-3.0,2.0,-0.004710338738727483,-0.004806844017396801,0.011140338631620006,0.1290053412043102,-0.2912777962253117,0.038246439570706704,0.20814483795143213,34
B,1.0,-3.0,2.5,0.01849942444295675,0.018753333068262545,0.014995129508312832,0.12134969987098877,-0.286646451713098,0.052312280227774566,0.28920906738364427,29
B,1.0,-3.0,3.0,0.15974722977706726,0.16326787098170606,0.03227675184367684,0.11511728654750658,-0.25327224237237167,0.12743896268041163,0.7197494713103909,27
B,1.0,-2.5,0.5,-0.15387713981191922,-0.15363590090188411,-0.009705056027373815,0.1345516325127643,-0.3755413187223086,-0.02584284483101086,-0.15333457415133267,46
B,1.0,-2.5,1.0,-0.16341266832848392,-0.16359086965375405,-0.009735856908105744,0.13032184752810014,-0.3551274747689165,-0.02741510471540092,-0.1537839097079362,44
B,1.0,-2.5,1.5,-0.11083206852446172,-0.11239121175601367,-0.0019811793840880387,0.12636598390071668,-0.3195573470683547,-0.006199761646113102,-0.03328083093926493,40
B,1.0,-2.5,2.0,-0.074603721091487,-0.075760106377204,0.0028408440457974304,0.12515880071083307,-0.3011490796831117,0.009433347924512165,0.049608515855189106,38
B,1.0,-2.5,2.5,-0.052634966568208465,-0.053175096626785476,0.007009733314462974,0.11708002740824142,-0.2985074239606698,0.02348260964989115,0.1266188487859783,31
B,1.0,-2.5,3.0,0.09293490414319253,0.09453576882577752,0.02447320259480734,0.10983133083039806,-0.26499270120003926,0.09235425158496297,0.5108405200890935,27
B,1.0,-2.0,0.5,-0.4446905287015785,-0.43976256270863856,-0.04251470768209764,0.12507450360437275,-0.5341466769266128,-0.07959369498790086,-0.5235985621397597,72
B,1.0,-2.0,1.0,-0.41853844709153093,-0.41481206738107135,-0.03513011106712938,0.11689869725275899,-0.4797337943451291,-0.07322834347137143,-0.4568483974017482,66
B,1.0,-2.0,1.5,-0.36828053913912706,-0.369689134863597,-0.02729757374327746,0.11232793371259614,-0.400606681412681,-0.06814058529182924,-0.37648183173194594,58
B,1.0,-2.0,2.0,-0.3464282601992329,-0.3494962370140303,-0.023428578353700713,0.10901549346211409,-0.3680122197231666,-0.06366250112924136,-0.33277299477583977,54
B,1.0,-2.0,2.5,-0.2602603676714613,-0.26240601295421295,-0.010062725271022144,0.09745340339134853,-0.3249934757688158,-0.030962853168721043,-0.1585385836462877,45
B,1.0,-2.0,3.0,-0.18322367535743161,-0.18589056900798084,0.0003765964732063143,0.08662525283607425,-0.2851576241860806,0.0013206607197728823,0.0064470285670013006,39
B,1.0,-1.5,0.5,-0.4744798593216268,-0.47089750854713197,-0.04277462313835145,0.11928544885902126,-0.5478683194021302,-0.0780746424342074,-0.5258009566008319,108
B,1.0,-1.5,1.0,-0.47373186516131155,-0.46800134759141016,-0.03824846733093956,0.1114293241348699,-0.5032977867708814,-0.07599569943738216,-0.4860433409284419,90
B,1.0,-1.5,1.5,-0.5153130305702001,-0.5155441244595632,-0.038617494328701985,0.10461463763709809,-0.5047669055185686,-0.07650559873577405,-0.4893988037184094,70
B,1.0,-1.5,2.0,-0.486482291496708,-0.48847046970480973,-0.03358958489095221,0.10088318608482554,-0.462018336686358,-0.07270184367975542,-0.44185604361899844,62
B,1.0,-1.5,2.5,-0.4262950893027077,-0.42814411734161917,-0.020730716291044615,0.08714477760494721,-0.4245041841138593,-0.048835128290477064,-0.300605027975694,51
B,1.0,-1.5,3.0,-0.25520151635810445,-0.2600024465742833,-0.0016055892030960583,0.07395561051540081,-0.2657290491314941,-0.0060422042992429635,-0.02705269239569852,41
B,1.0,-1.0,0.5,-0.6733083052324913,-0.6639686439411311,-0.06081277971190191,0.11333390589615792,-0.6737069475428299,-0.09026592338657133,-0.657272606561508,132
B,1.0,-1.0,1.0,-0.6832174704843548,-0.668907133294339,-0.05675956702235119,0.10648960096159035,-0.636500185469118,-0.08917447051569645,-0.631133706229775,104
B,1.0,-1.0,1.5,-0.7121339031258951,-0.7059974561166422,-0.05469955241920499,0.10004041098040779,-0.6213542644197608,-0.08803279473793435,-0.6171403348809547,78
B,1.0,-1.0,2.0,-0.6828233923975633,-0.6819962475129498,-0.04709996135534267,0.09353457932407137,-0.5686018729589567,-0.0828346925947296,-0.5610739216862206,70
B,1.0,-1.0,2.5,-0.6398282589156059,-0.6365061783824824,-0.03228680176736565,0.077814151468886,-0.4498999410406241,-0.07176440542020494,-0.42887422854253254,55
B,1.0,-1.0,3.0,-0.46135891601859924,-0.4680524251449357,-0.011622997677958824,0.06422167367350202,-0.2798584379305764,-0.04153170354235345,-0.1808900210580543,43
